Case Name,Locus,Race,,LR,Pn,Pd,,Time (seconds),,Pn HET0,Pn HET1,Pn HET2,Pn HOM0,Pn HOM1,,Pd HET0,Pd HET1,Pd HET2,Pd HOM0,Pd HOM1
259_,D8,HISPANIC,,3.43919,0.000414292,0.000120462,,42.623,,0.726,0.2448,0.0292,0.98,0.02,,0.726,0.2448,0.0292,0.98,0.02
259_,D8,BLACK,,1.53299,0.000346181,0.00022582,,42.756,,0.726,0.2448,0.0292,0.98,0.02,,0.726,0.2448,0.0292,0.98,0.02
259_,D8,CAUCASIAN,,3.50853,0.000482593,0.000137548,,42.717,,0.726,0.2448,0.0292,0.98,0.02,,0.726,0.2448,0.0292,0.98,0.02
259_,D8,ASIAN,,3.24769,0.00119298,0.000367333,,42.583,,0.726,0.2448,0.0292,0.98,0.02,,0.726,0.2448,0.0292,0.98,0.02
259_,D21,HISPANIC,,3.13328,4.1186e-05,1.31447e-05,,27.405,,0.6744,0.3056,0.02,0.98,0.02,,0.6744,0.3056,0.02,0.98,0.02
259_,D21,CAUCASIAN,,3.37714,4.74045e-05,1.40369e-05,,28.314,,0.6744,0.3056,0.02,0.98,0.02,,0.6744,0.3056,0.02,0.98,0.02
259_,D21,ASIAN,,3.78421,5.36456e-05,1.41762e-05,,24.879,,0.6744,0.3056,0.02,0.98,0.02,,0.6744,0.3056,0.02,0.98,0.02
259_,D21,BLACK,,3.26855,2.20643e-05,6.75048e-06,,28.675,,0.6744,0.3056,0.02,0.98,0.02,,0.6744,0.3056,0.02,0.98,0.02
259_,D7,HISPANIC,,0.667525,1.54047e-07,2.30773e-07,,27.029,,0.5616,0.3908,0.0476,0.9708,0.0292,,0.5616,0.3908,0.0476,0.9708,0.0292
259_,D7,CAUCASIAN,,0.666851,1.98237e-07,2.97273e-07,,28.695,,0.5616,0.3908,0.0476,0.9708,0.0292,,0.5616,0.3908,0.0476,0.9708,0.0292
259_,D7,BLACK,,0.6659,2.03678e-07,3.05868e-07,,29.486,,0.5616,0.3908,0.0476,0.9708,0.0292,,0.5616,0.3908,0.0476,0.9708,0.0292
259_,D7,ASIAN,,0.578403,9.93243e-08,1.71722e-07,,24.033,,0.5616,0.3908,0.0476,0.9708,0.0292,,0.5616,0.3908,0.0476,0.9708,0.0292
259_,CSF,BLACK,,1.61132,0.0649037,0.0402799,,25.255,,0.6036,0.318,0.0784,0.9064,0.0936,,0.6036,0.318,0.0784,0.9064,0.0936
259_,CSF,HISPANIC,,1.28018,0.0785141,0.0613305,,19.897,,0.6036,0.318,0.0784,0.9064,0.0936,,0.6036,0.318,0.0784,0.9064,0.0936
259_,CSF,CAUCASIAN,,1.12509,0.0881271,0.0783287,,23.177,,0.6036,0.318,0.0784,0.9064,0.0936,,0.6036,0.318,0.0784,0.9064,0.0936
259_,CSF,ASIAN,,1.392,0.0730727,0.0524948,,27.522,,0.6036,0.318,0.0784,0.9064,0.0936,,0.6036,0.318,0.0784,0.9064,0.0936
259_,D3,CAUCASIAN,,3.38635,0.000822531,0.000242896,,38.383,,0.6184,0.3432,0.0384,0.9616,0.0384,,0.6184,0.3432,0.0384,0.9616,0.0384
259_,D3,BLACK,,2.74676,0.00109069,0.000397081,,41.636,,0.6184,0.3432,0.0384,0.9616,0.0384,,0.6184,0.3432,0.0384,0.9616,0.0384
259_,D3,ASIAN,,2.18424,0.00132086,0.000604724,,33.669,,0.6184,0.3432,0.0384,0.9616,0.0384,,0.6184,0.3432,0.0384,0.9616,0.0384
259_,D3,HISPANIC,,2.35332,0.00139313,0.000591988,,37.643,,0.6184,0.3432,0.0384,0.9616,0.0384,,0.6184,0.3432,0.0384,0.9616,0.0384
259_,TH01,BLACK,,2.14446,0.000753426,0.000351336,,27.988,,0.6544,0.3256,0.02,0.9524,0.0476,,0.6544,0.3256,0.02,0.9524,0.0476
259_,TH01,HISPANIC,,4.48945,0.000637391,0.000141975,,23.788,,0.6544,0.3256,0.02,0.9524,0.0476,,0.6544,0.3256,0.02,0.9524,0.0476
259_,TH01,CAUCASIAN,,6.0187,0.000405597,6.73895e-05,,26.776,,0.6544,0.3256,0.02,0.9524,0.0476,,0.6544,0.3256,0.02,0.9524,0.0476
259_,TH01,ASIAN,,1.67222,0.000457926,0.000273843,,26.222,,0.6544,0.3256,0.02,0.9524,0.0476,,0.6544,0.3256,0.02,0.9524,0.0476
259_,D13,CAUCASIAN,,3.69514,0.000157402,4.25972e-05,,43.174,,0.6696,0.3104,0.02,0.98,0.02,,0.6696,0.3104,0.02,0.98,0.02
259_,D13,HISPANIC,,2.57452,0.000171318,6.65438e-05,,38.482,,0.6696,0.3104,0.02,0.98,0.02,,0.6696,0.3104,0.02,0.98,0.02
259_,D13,BLACK,,2.03521,0.000275608,0.00013542,,47.234,,0.6696,0.3104,0.02,0.98,0.02,,0.6696,0.3104,0.02,0.98,0.02
259_,D13,ASIAN,,16.6458,6.00888e-05,3.60985e-06,,36.626,,0.6696,0.3104,0.02,0.98,0.02,,0.6696,0.3104,0.02,0.98,0.02
259_,D16,BLACK,,4.6568,0.108884,0.0233817,,25.918,,0.5284,0.4516,0.02,0.8604,0.1396,,0.5284,0.4516,0.02,0.8604,0.1396
259_,D16,CAUCASIAN,,4.49014,0.112872,0.0251377,,23.635,,0.5284,0.4516,0.02,0.8604,0.1396,,0.5284,0.4516,0.02,0.8604,0.1396
259_,D16,ASIAN,,5.02401,0.101042,0.0201118,,18.362,,0.5284,0.4516,0.02,0.8604,0.1396,,0.5284,0.4516,0.02,0.8604,0.1396
259_,D16,HISPANIC,,5.29062,0.0960415,0.0181532,,21.084,,0.5284,0.4516,0.02,0.8604,0.1396,,0.5284,0.4516,0.02,0.8604,0.1396
259_,D2,BLACK,,2.59711,5.62027e-07,2.16405e-07,,34.808,,0.526,0.362,0.112,0.8144,0.1856,,0.526,0.362,0.112,0.8144,0.1856
259_,D2,CAUCASIAN,,1.83232,1.16302e-06,6.34728e-07,,33.005,,0.526,0.362,0.112,0.8144,0.1856,,0.526,0.362,0.112,0.8144,0.1856
259_,D2,ASIAN,,2.04006,1.31204e-06,6.43139e-07,,28.506,,0.526,0.362,0.112,0.8144,0.1856,,0.526,0.362,0.112,0.8144,0.1856
259_,D2,HISPANIC,,1.10574,8.11535e-07,7.33932e-07,,30.859,,0.526,0.362,0.112,0.8144,0.1856,,0.526,0.362,0.112,0.8144,0.1856
259_,D19,HISPANIC,,14.4442,2.99708e-07,2.07494e-08,,69.401,,0.646,0.3064,0.0476,0.9708,0.0292,,0.646,0.3064,0.0476,0.9708,0.0292
259_,D19,ASIAN,,18.6769,4.07529e-07,2.182e-08,,65.012,,0.646,0.3064,0.0476,0.9708,0.0292,,0.646,0.3064,0.0476,0.9708,0.0292
259_,D19,CAUCASIAN,,36.8051,5.68948e-07,1.54584e-08,,73.709,,0.646,0.3064,0.0476,0.9708,0.0292,,0.646,0.3064,0.0476,0.9708,0.0292
259_,D19,BLACK,,20.7994,3.78545e-07,1.81998e-08,,76.56,,0.646,0.3064,0.0476,0.9708,0.0292,,0.646,0.3064,0.0476,0.9708,0.0292
259_,vWA,HISPANIC,,3.83002,0.000496778,0.000129706,,33.841,,0.5868,0.3656,0.0476,0.9708,0.0292,,0.5868,0.3656,0.0476,0.9708,0.0292
259_,vWA,BLACK,,3.01784,0.000415016,0.000137521,,34.68,,0.5868,0.3656,0.0476,0.9708,0.0292,,0.5868,0.3656,0.0476,0.9708,0.0292
259_,vWA,CAUCASIAN,,6.04769,0.000346038,5.72181e-05,,34.347,,0.5868,0.3656,0.0476,0.9708,0.0292,,0.5868,0.3656,0.0476,0.9708,0.0292
259_,vWA,ASIAN,,13.4847,0.000564045,4.18284e-05,,33.963,,0.5868,0.3656,0.0476,0.9708,0.0292,,0.5868,0.3656,0.0476,0.9708,0.0292
259_,TPOX,HISPANIC,,1.01565,0.00125687,0.0012375,,24.231,,0.6828,0.2512,0.066,0.9064,0.0936,,0.6828,0.2512,0.066,0.9064,0.0936
259_,TPOX,ASIAN,,0.957528,0.00205921,0.00215054,,22.344,,0.6828,0.2512,0.066,0.9064,0.0936,,0.6828,0.2512,0.066,0.9064,0.0936
259_,TPOX,CAUCASIAN,,1.23916,0.00136566,0.00110208,,26.368,,0.6828,0.2512,0.066,0.9064,0.0936,,0.6828,0.2512,0.066,0.9064,0.0936
259_,TPOX,BLACK,,1.47541,0.00260852,0.001768,,27.722,,0.6828,0.2512,0.066,0.9064,0.0936,,0.6828,0.2512,0.066,0.9064,0.0936
259_,D18,ASIAN,,5.99205,0.0158048,0.00263763,,19.359,,0.5992,0.298,0.1028,0.98,0.02,,0.5992,0.298,0.1028,0.98,0.02
259_,D18,BLACK,,5.51807,0.016889,0.00306067,,22.774,,0.5992,0.298,0.1028,0.98,0.02,,0.5992,0.298,0.1028,0.98,0.02
259_,D18,HISPANIC,,3.66335,0.0241239,0.00658521,,21.099,,0.5992,0.298,0.1028,0.98,0.02,,0.5992,0.298,0.1028,0.98,0.02
259_,D18,CAUCASIAN,,3.195,0.0273795,0.00856947,,22,,0.5992,0.298,0.1028,0.98,0.02,,0.5992,0.298,0.1028,0.98,0.02
259_,D5,BLACK,,1.80603,0.0655775,0.0363102,,22.736,,0.6676,0.3124,0.02,0.98,0.02,,0.6676,0.3124,0.02,0.98,0.02
259_,D5,CAUCASIAN,,1.59474,0.0724683,0.045442,,20.543,,0.6676,0.3124,0.02,0.98,0.02,,0.6676,0.3124,0.02,0.98,0.02
259_,D5,HISPANIC,,1.50962,0.0750366,0.0497056,,25.486,,0.6676,0.3124,0.02,0.98,0.02,,0.6676,0.3124,0.02,0.98,0.02
259_,D5,ASIAN,,2.07999,0.0555513,0.0267075,,28.697,,0.6676,0.3124,0.02,0.98,0.02,,0.6676,0.3124,0.02,0.98,0.02
259_,FGA,BLACK,,5.01088,0.000658702,0.000131454,,32.805,,0.6068,0.2996,0.0936,0.98,0.02,,0.6068,0.2996,0.0936,0.98,0.02
259_,FGA,CAUCASIAN,,7.57549,0.000521346,6.88201e-05,,30.122,,0.6068,0.2996,0.0936,0.98,0.02,,0.6068,0.2996,0.0936,0.98,0.02
259_,FGA,HISPANIC,,4.87669,0.000569103,0.000116699,,27.556,,0.6068,0.2996,0.0936,0.98,0.02,,0.6068,0.2996,0.0936,0.98,0.02
259_,FGA,ASIAN,,6.14618,0.000854573,0.000139041,,26.098,,0.6068,0.2996,0.0936,0.98,0.02,,0.6068,0.2996,0.0936,0.98,0.02
Overall:,15 Files,BLACK,,3.60494e+06,4.1839e-52,1.1606e-58,,593.772
Overall:,15 Files,CAUCASIAN,,5.86428e+07,7.66237e-52,1.30662e-59,,593.772
Overall:,15 Files,HISPANIC,,2.2204e+06,4.71724e-52,2.1245e-58,,593.772
Overall:,15 Files,ASIAN,,1.13907e+08,7.94842e-52,6.97799e-60,,593.772
260_,D8,HISPANIC,,13.731,0.0647161,0.00471313,,37.64,,0.89976,0.08024,0.02,0.98,0.02,,0.89976,0.08024,0.02,0.98,0.02
260_,D8,BLACK,,31.1209,0.127031,0.00408184,,39.325,,0.89976,0.08024,0.02,0.98,0.02,,0.89976,0.08024,0.02,0.98,0.02
260_,D8,CAUCASIAN,,12.2696,0.0844841,0.00688563,,37.792,,0.89976,0.08024,0.02,0.98,0.02,,0.89976,0.08024,0.02,0.98,0.02
260_,D8,ASIAN,,15.3532,0.0565898,0.00368586,,37.569,,0.89976,0.08024,0.02,0.98,0.02,,0.89976,0.08024,0.02,0.98,0.02
260_,D21,BLACK,,3.45655,0.000972295,0.00028129,,36.024,,0.83,0.15,0.02,0.98,0.02,,0.83,0.15,0.02,0.98,0.02
260_,D21,HISPANIC,,5.17422,0.000769451,0.000148709,,36.426,,0.83,0.15,0.02,0.98,0.02,,0.83,0.15,0.02,0.98,0.02
260_,D21,CAUCASIAN,,3.63032,0.00109546,0.000301753,,36.779,,0.83,0.15,0.02,0.98,0.02,,0.83,0.15,0.02,0.98,0.02
260_,D21,ASIAN,,11.889,0.000710894,5.97945e-05,,35.738,,0.83,0.15,0.02,0.98,0.02,,0.83,0.15,0.02,0.98,0.02
260_,D7,BLACK,,4.26857,0.0119831,0.00280728,,24.743,,0.9044,0.0756,0.02,0.98,0.02,,0.9044,0.0756,0.02,0.98,0.02
260_,D7,HISPANIC,,6.27938,0.0118647,0.00188946,,27.664,,0.9044,0.0756,0.02,0.98,0.02,,0.9044,0.0756,0.02,0.98,0.02
260_,D7,ASIAN,,15.0531,0.0106744,0.000709118,,26.031,,0.9044,0.0756,0.02,0.98,0.02,,0.9044,0.0756,0.02,0.98,0.02
260_,D7,CAUCASIAN,,5.76311,0.0127295,0.00220878,,33.224,,0.9044,0.0756,0.02,0.98,0.02,,0.9044,0.0756,0.02,0.98,0.02
260_,CSF,CAUCASIAN,,2.43524,0.164589,0.0675865,,21.854,,0.73872,0.24,0.02128,0.98,0.02,,0.73872,0.24,0.02128,0.98,0.02
260_,CSF,BLACK,,4.0997,0.158181,0.0385836,,24.38,,0.73872,0.24,0.02128,0.98,0.02,,0.73872,0.24,0.02128,0.98,0.02
260_,CSF,HISPANIC,,2.91569,0.167214,0.0573497,,18.923,,0.73872,0.24,0.02128,0.98,0.02,,0.73872,0.24,0.02128,0.98,0.02
260_,CSF,ASIAN,,3.59344,0.121886,0.033919,,22.426,,0.73872,0.24,0.02128,0.98,0.02,,0.73872,0.24,0.02128,0.98,0.02
260_,D3,CAUCASIAN,,2.49613,0.098964,0.039647,,16.325,,0.91208,0.06792,0.02,0.98,0.02,,0.91208,0.06792,0.02,0.98,0.02
260_,D3,BLACK,,1.64202,0.0592723,0.0360972,,21.224,,0.91208,0.06792,0.02,0.98,0.02,,0.91208,0.06792,0.02,0.98,0.02
260_,D3,HISPANIC,,1.45979,0.0364681,0.0249817,,38.072,,0.91208,0.06792,0.02,0.98,0.02,,0.91208,0.06792,0.02,0.98,0.02
260_,D3,ASIAN,,1.22427,0.0345703,0.0282374,,35.369,,0.91208,0.06792,0.02,0.98,0.02,,0.91208,0.06792,0.02,0.98,0.02
260_,TH01,BLACK,,3.71188,0.011029,0.00297127,,36.566,,0.84976,0.13024,0.02,0.98,0.02,,0.84976,0.13024,0.02,0.98,0.02
260_,TH01,CAUCASIAN,,3.8455,0.0204954,0.00532972,,35.588,,0.84976,0.13024,0.02,0.98,0.02,,0.84976,0.13024,0.02,0.98,0.02
260_,D13,CAUCASIAN,,2.08441,0.00758692,0.00363983,,33.987,,0.83616,0.14384,0.02,0.98,0.02,,0.83616,0.14384,0.02,0.98,0.02
260_,D13,BLACK,,1.3601,0.0117524,0.00864086,,35.134,,0.83616,0.14384,0.02,0.98,0.02,,0.83616,0.14384,0.02,0.98,0.02
260_,D13,ASIAN,,6.05163,0.00263406,0.000435264,,30.479,,0.83616,0.14384,0.02,0.98,0.02,,0.83616,0.14384,0.02,0.98,0.02
260_,D13,HISPANIC,,2.33027,0.00793441,0.00340493,,32.595,,0.83616,0.14384,0.02,0.98,0.02,,0.83616,0.14384,0.02,0.98,0.02
260_,D16,HISPANIC,,1.68777,0.00681974,0.00404068,,25.126,,0.78872,0.19128,0.02,0.98,0.02,,0.78872,0.19128,0.02,0.98,0.02
260_,D16,CAUCASIAN,,0.939209,0.00415551,0.00442447,,27.96,,0.78872,0.19128,0.02,0.98,0.02,,0.78872,0.19128,0.02,0.98,0.02
260_,D16,BLACK,,1.42929,0.00683642,0.00478308,,29.285,,0.78872,0.19128,0.02,0.98,0.02,,0.78872,0.19128,0.02,0.98,0.02
260_,D16,ASIAN,,1.57967,0.00560023,0.00354518,,25.515,,0.78872,0.19128,0.02,0.98,0.02,,0.78872,0.19128,0.02,0.98,0.02
260_,D2,BLACK,,14.1212,3.4564e-05,2.44768e-06,,20.282,,0.82592,0.15408,0.02,0.98,0.02,,0.82592,0.15408,0.02,0.98,0.02
260_,D2,CAUCASIAN,,15.7887,5.26351e-05,3.33372e-06,,20.281,,0.82592,0.15408,0.02,0.98,0.02,,0.82592,0.15408,0.02,0.98,0.02
260_,D2,HISPANIC,,19.0722,7.41997e-05,3.89046e-06,,23.197,,0.82592,0.15408,0.02,0.98,0.02,,0.82592,0.15408,0.02,0.98,0.02
260_,D2,ASIAN,,24.1761,2.79661e-05,1.15677e-06,,22.47,,0.82592,0.15408,0.02,0.98,0.02,,0.82592,0.15408,0.02,0.98,0.02
260_,D19,CAUCASIAN,,2.77837,0.260424,0.0937328,,22.057,,0.87848,0.10152,0.02,0.98,0.02,,0.87848,0.10152,0.02,0.98,0.02
260_,D19,BLACK,,8.99203,0.118299,0.013156,,26.755,,0.87848,0.10152,0.02,0.98,0.02,,0.87848,0.10152,0.02,0.98,0.02
260_,D19,HISPANIC,,5.6043,0.183153,0.0326807,,18.282,,0.87848,0.10152,0.02,0.98,0.02,,0.87848,0.10152,0.02,0.98,0.02
260_,D19,ASIAN,,7.42257,0.158215,0.0213153,,29.951,,0.87848,0.10152,0.02,0.98,0.02,,0.87848,0.10152,0.02,0.98,0.02
260_,vWA,ASIAN,,43.7988,0.00187363,4.27783e-05,,22.972,,0.82872,0.15,0.02128,0.98,0.02,,0.82872,0.15,0.02128,0.98,0.02
260_,vWA,CAUCASIAN,,7.99319,0.00241107,0.00030164,,26.417,,0.82872,0.15,0.02128,0.98,0.02,,0.82872,0.15,0.02128,0.98,0.02
260_,vWA,HISPANIC,,7.03416,0.00312937,0.000444881,,24.905,,0.82872,0.15,0.02128,0.98,0.02,,0.82872,0.15,0.02128,0.98,0.02
260_,TPOX,CAUCASIAN,,28.8486,0.45182,0.0156618,,29.332,,0.9044,0.0756,0.02,0.98,0.02,,0.9044,0.0756,0.02,0.98,0.02
260_,TPOX,BLACK,,9.93892,0.217875,0.0219214,,39.172,,0.9044,0.0756,0.02,0.98,0.02,,0.9044,0.0756,0.02,0.98,0.02
260_,TPOX,HISPANIC,,19.4954,0.330717,0.0169638,,32.318,,0.9044,0.0756,0.02,0.98,0.02,,0.9044,0.0756,0.02,0.98,0.02
260_,TPOX,ASIAN,,25.8447,0.392281,0.0151784,,30.64,,0.9044,0.0756,0.02,0.98,0.02,,0.9044,0.0756,0.02,0.98,0.02
260_,D18,BLACK,,3.10207,4.45401e-05,1.43582e-05,,37.068,,0.85616,0.12384,0.02,0.98,0.02,,0.85616,0.12384,0.02,0.98,0.02
260_,D18,CAUCASIAN,,4.86763,0.000103725,2.13091e-05,,35.095,,0.85616,0.12384,0.02,0.98,0.02,,0.85616,0.12384,0.02,0.98,0.02
260_,D18,ASIAN,,6.74227,8.33255e-05,1.23587e-05,,26.062,,0.85616,0.12384,0.02,0.98,0.02,,0.85616,0.12384,0.02,0.98,0.02
260_,D18,HISPANIC,,3.62587,7.07952e-05,1.9525e-05,,31.557,,0.85616,0.12384,0.02,0.98,0.02,,0.85616,0.12384,0.02,0.98,0.02
260_,D5,BLACK,,7.46067,0.0154871,0.00207583,,23.054,,0.81,0.17,0.02,0.98,0.02,,0.81,0.17,0.02,0.98,0.02
260_,D5,ASIAN,,2.34666,0.0123445,0.00526046,,18.655,,0.81,0.17,0.02,0.98,0.02,,0.81,0.17,0.02,0.98,0.02
260_,D5,CAUCASIAN,,5.89498,0.0173741,0.00294727,,22.834,,0.81,0.17,0.02,0.98,0.02,,0.81,0.17,0.02,0.98,0.02
260_,D5,HISPANIC,,7.77484,0.0130205,0.0016747,,21.436,,0.81,0.17,0.02,0.98,0.02,,0.81,0.17,0.02,0.98,0.02
260_,FGA,BLACK,,26.6346,0.000226311,8.49686e-06,,31.409,,0.82592,0.15024,0.02384,0.98,0.02,,0.82592,0.15024,0.02384,0.98,0.02
260_,FGA,CAUCASIAN,,17.6914,0.000352462,1.99228e-05,,28.388,,0.82592,0.15024,0.02384,0.98,0.02,,0.82592,0.15024,0.02384,0.98,0.02
260_,FGA,HISPANIC,,53.4908,0.000151049,2.82384e-06,,24.834,,0.82592,0.15024,0.02384,0.98,0.02,,0.82592,0.15024,0.02384,0.98,0.02
260_,FGA,ASIAN,,39.5304,0.0001597,4.03992e-06,,22.917,,0.82592,0.15024,0.02384,0.98,0.02,,0.82592,0.15024,0.02384,0.98,0.02
Overall:,15 Files,BLACK,,6.09088e+10,5.20587e-33,8.547e-44,,560.425
Overall:,15 Files,CAUCASIAN,,6.0323e+10,1.17608e-31,1.94963e-42,,560.425
Overall:,15 Files,HISPANIC,,4.32357e+11,7.92589e-33,1.83318e-44,,560.425
Overall:,15 Files,ASIAN,,8.248e+13,6.74623e-35,8.17923e-49,,560.425
261_,D8,HISPANIC,,12.1691,0.0378896,0.00311359,,28.67,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
261_,D8,BLACK,,12.2527,0.0117388,0.000958059,,31.489,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
261_,D8,ASIAN,,5.09247,0.0457214,0.00897823,,25.421,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
261_,D8,CAUCASIAN,,7.96156,0.0399339,0.00501584,,35.451,,0.91,0.07,0.02,0.98,0.02,,0.91,0.07,0.02,0.98,0.02
261_,D21,CAUCASIAN,,2.40071,0.0742304,0.0309201,,23.971,,0.83,0.15,0.02,0.98,0.02,,0.83,0.15,0.02,0.98,0.02
261_,D21,BLACK,,4.31096,0.126427,0.0293269,,28.589,,0.83,0.15,0.02,0.98,0.02,,0.83,0.15,0.02,0.98,0.02
261_,D21,ASIAN,,2.0615,0.0238426,0.0115657,,17.774,,0.83,0.15,0.02,0.98,0.02,,0.83,0.15,0.02,0.98,0.02
261_,D21,HISPANIC,,2.94902,0.0619845,0.0210187,,21.139,,0.83,0.15,0.02,0.98,0.02,,0.83,0.15,0.02,0.98,0.02
261_,D7,BLACK,,32.6257,0.190109,0.00582697,,28.33,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
261_,D7,CAUCASIAN,,33.8726,0.13054,0.00385386,,26.792,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
261_,D7,HISPANIC,,44.731,0.125269,0.00280049,,23.462,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
261_,D7,ASIAN,,50.096,0.059551,0.00118874,,29.748,,0.93,0.05,0.02,0.98,0.02,,0.93,0.05,0.02,0.98,0.02
261_,CSF,BLACK,,3.15198,0.118873,0.0377137,,24.54,,0.74,0.24,0.02,0.98,0.02,,0.74,0.24,0.02,0.98,0.02
